query_shape,phase,driver_a,driver_b,median_a,median_b,p_value,cliffs_delta
connection filter near node and edge,build,mongo,postgres,231.0,54.0,0.0,1.0
connection filter near node and edge,build,neo4j,postgres,14.0,54.0,0.0,-1.0
connection filter on edge property,build,mongo,neo4j,214.0,12.0,0.0,1.0
connection filter on edge property,build,mongo,postgres,214.0,67.0,0.0,1.0
connection filter on edge property,build,neo4j,postgres,12.0,67.0,0.0,-1.0
connection filter on far node,build,mongo,neo4j,617.0,11.0,0.0,1.0
connection filter on far node,build,mongo,postgres,617.0,49.0,0.0,1.0
connection filter on far node,build,neo4j,postgres,11.0,49.0,0.0,-1.0
connection get one by id,build,mongo,neo4j,63.0,11.0,0.0,1.0
connection get one by id,build,mongo,postgres,63.0,40.0,0.0,0.908682042122474
connection get one by id,build,neo4j,postgres,11.0,40.0,0.0,-1.0
connection id in list,build,mongo,neo4j,308.0,16.0,0.0,1.0
connection id in list,build,mongo,postgres,308.0,51.0,0.0,1.0
connection id in list,build,neo4j,postgres,16.0,51.0,0.0,-1.0
deep sub collection child range filter,build,mongo,neo4j,387.5,7.0,0.0,1.0
deep sub collection child range filter,build,mongo,postgres,387.5,46.0,0.0,1.0
deep sub collection child range filter,build,neo4j,postgres,7.0,46.0,0.0,-1.0
"deep sub collection child, grandchild and parent range filter",build,mongo,neo4j,219.0,7.0,0.0,1.0
"deep sub collection child, grandchild and parent range filter",build,mongo,postgres,219.0,45.0,0.0,1.0
"deep sub collection child, grandchild and parent range filter",build,neo4j,postgres,7.0,45.0,0.0,-1.0
deep sub collection collect all,build,mongo,neo4j,915.0,6.0,1.4074851646435932e-275,1.0
deep sub collection collect all,build,mongo,postgres,915.0,46.0,1.132907360630486e-292,1.0
deep sub collection collect all,build,neo4j,postgres,6.0,46.0,2.2213866637371932e-290,-1.0
deep sub collection equality,build,mongo,neo4j,331.0,7.0,0.0,1.0
deep sub collection equality,build,mongo,postgres,331.0,42.0,0.0,1.0
deep sub collection equality,build,neo4j,postgres,7.0,42.0,0.0,-1.0
deep sub collection get one by id,build,mongo,neo4j,117.0,7.0,0.0,1.0
deep sub collection get one by id,build,mongo,postgres,117.0,40.0,0.0,0.9994644168948532
deep sub collection get one by id,build,neo4j,postgres,7.0,40.0,0.0,-1.0
deep sub collection grand child range filter,build,mongo,neo4j,7748.0,8.0,0.0,1.0
deep sub collection grand child range filter,build,mongo,postgres,7748.0,46.0,0.0,1.0
deep sub collection grand child range filter,build,neo4j,postgres,8.0,46.0,0.0,-1.0
deep sub collection id in list,build,mongo,neo4j,264.0,13.0,0.0,1.0
deep sub collection id in list,build,mongo,postgres,264.0,48.0,0.0,1.0
deep sub collection id in list,build,neo4j,postgres,13.0,48.0,0.0,-1.0
deep sub collection parent range filter,build,mongo,neo4j,372.0,7.0,0.0,1.0
deep sub collection parent range filter,build,mongo,postgres,372.0,45.0,0.0,1.0
deep sub collection parent range filter,build,neo4j,postgres,7.0,45.0,0.0,-1.0
sub collection child and parent range filter,build,mongo,neo4j,244.0,13.0,0.0,1.0
sub collection child and parent range filter,build,mongo,postgres,244.0,36.0,0.0,1.0
sub collection child and parent range filter,build,neo4j,postgres,13.0,36.0,0.0,-1.0
sub collection child range filter,build,mongo,neo4j,398.0,10.0,0.0,1.0
sub collection child range filter,build,mongo,postgres,398.0,37.0,0.0,1.0
sub collection child range filter,build,neo4j,postgres,10.0,37.0,0.0,-0.9999870055769701
sub collection collect all,build,mongo,neo4j,747.0,18.0,6.230420659435499e-285,1.0
sub collection collect all,build,mongo,postgres,747.0,50.0,3.845852500213694e-293,1.0
sub collection collect all,build,neo4j,postgres,18.0,50.0,1.5268930270126135e-297,-1.0
sub collection equality,build,mongo,neo4j,580.0,8.0,0.0,1.0
sub collection equality,build,mongo,postgres,580.0,30.0,0.0,1.0
sub collection equality,build,neo4j,postgres,8.0,30.0,0.0,-1.0
sub collection get one by id,build,mongo,neo4j,52.0,9.0,0.0,0.9999985622070122
sub collection get one by id,build,mongo,postgres,52.0,29.0,0.0,0.9600232854284155
sub collection get one by id,build,neo4j,postgres,9.0,29.0,0.0,-0.9999745806694902
sub collection id in list,build,mongo,neo4j,252.0,12.0,0.0,1.0
sub collection id in list,build,mongo,postgres,252.0,41.0,0.0,1.0
sub collection id in list,build,neo4j,postgres,12.0,41.0,0.0,-1.0
sub collection parent range filter,build,mongo,neo4j,335.0,11.0,0.0,1.0
sub collection parent range filter,build,mongo,postgres,335.0,34.0,0.0,1.0
sub collection parent range filter,build,neo4j,postgres,11.0,34.0,0.0,-0.9999461662065936
very deep sub collection all,build,mongo,neo4j,1169.0,7.0,7.687683257113779e-288,1.0
very deep sub collection all,build,mongo,postgres,1169.0,43.0,1.202284354243391e-296,1.0
very deep sub collection all,build,neo4j,postgres,7.0,43.0,2.432870046949466e-296,-1.0
very deep sub collection equality,build,mongo,neo4j,572.0,8.0,0.0,1.0
very deep sub collection equality,build,mongo,postgres,572.0,35.0,0.0,1.0
very deep sub collection equality,build,neo4j,postgres,8.0,35.0,0.0,-1.0
very deep sub collection filter all,build,mongo,neo4j,834.0,9.0,0.0,1.0
very deep sub collection filter all,build,mongo,postgres,834.0,41.0,0.0,1.0
very deep sub collection filter all,build,neo4j,postgres,9.0,41.0,0.0,-1.0
very deep sub collection id in list,build,mongo,neo4j,406.0,14.0,0.0,1.0
very deep sub collection id in list,build,mongo,postgres,406.0,41.0,0.0,1.0
very deep sub collection id in list,build,neo4j,postgres,14.0,41.0,0.0,-1.0
very deep sub collection one doc by id,build,mongo,neo4j,149.0,8.0,0.0,1.0
very deep sub collection one doc by id,build,mongo,postgres,149.0,33.0,0.0,1.0
very deep sub collection one doc by id,build,neo4j,postgres,8.0,33.0,0.0,-1.0
