query_shape,phase,driver_a,driver_b,median_a,median_b,p_value,cliffs_delta
deep sub collection parent range filter,exec,neo4j,postgres,2332.5,1373.0,3.2673553165277437e-270,0.5282341097595535
sub collection child and parent range filter,exec,mongo,neo4j,3065.5,2231.0,7.678654988393142e-11,0.09782407354208561
sub collection child and parent range filter,exec,mongo,postgres,3065.5,945.0,5.390146581735068e-308,0.5640925189154382
sub collection child and parent range filter,exec,neo4j,postgres,2231.0,945.0,0.0,0.6460581146655014
sub collection child range filter,exec,mongo,neo4j,3167.5,2316.0,5.616150600062995e-11,0.09864579965824596
sub collection child range filter,exec,mongo,postgres,3167.5,1026.0,1.0119349813216674e-211,0.46730641691801084
sub collection child range filter,exec,neo4j,postgres,2316.0,1026.0,0.0,0.6512573323332835
sub collection collect all,exec,mongo,neo4j,882.0,2311.5,8.429506957179739e-305,-1.0
sub collection collect all,exec,mongo,postgres,882.0,909.0,0.6344897277488422,-0.012662034472388851
sub collection collect all,exec,neo4j,postgres,2311.5,909.0,1.3469185159869551e-305,1.0
sub collection equality,exec,mongo,neo4j,3122.5,2417.0,3.805141031557007e-08,0.0826831370295892
sub collection equality,exec,mongo,postgres,3122.5,1021.0,2.371147101361128e-219,0.4753312527659477
sub collection equality,exec,neo4j,postgres,2417.0,1021.0,0.0,0.583411210924703
sub collection get one by id,exec,mongo,neo4j,658.0,1225.0,0.0,-0.9846600949234232
sub collection get one by id,exec,mongo,postgres,658.0,640.5,0.8526362304943631,-0.0028136125208301772
sub collection get one by id,exec,neo4j,postgres,1225.0,640.5,0.0,0.5904163861100423
sub collection id in list,exec,mongo,neo4j,961.0,1896.0,0.0,-0.9982719163996365
sub collection id in list,exec,mongo,postgres,961.0,1197.0,2.3798634613029877e-115,-0.3448613193403298
sub collection id in list,exec,neo4j,postgres,1896.0,1197.0,0.0,0.6131377954833263
sub collection parent range filter,exec,mongo,neo4j,3042.0,2405.0,2.05044484075728e-07,0.078144750254842
sub collection parent range filter,exec,mongo,postgres,3042.0,1040.0,1.9295347921671072e-237,0.4947683002552722
sub collection parent range filter,exec,neo4j,postgres,2405.0,1040.0,0.0,0.6611543109215299
very deep sub collection all,exec,mongo,neo4j,2825.5,2195.0,1.3787355375334752e-221,0.8533280503426931
very deep sub collection all,exec,mongo,postgres,2825.5,1020.0,5.473401540570531e-304,1.0
very deep sub collection all,exec,neo4j,postgres,2195.0,1020.0,2.75593199195704e-306,0.999986229372748
very deep sub collection equality,exec,mongo,neo4j,4252.0,2397.0,1.6202991113577156e-109,0.334379969031274
very deep sub collection equality,exec,mongo,postgres,4252.0,1938.0,1.9313916414938026e-190,0.44257634015552527
very deep sub collection equality,exec,neo4j,postgres,2397.0,1938.0,4.9526629223743134e-67,0.2601131860610906
very deep sub collection filter all,exec,mongo,neo4j,5946.0,2734.0,1.7255776245944447e-157,0.4021474364950941
very deep sub collection filter all,exec,mongo,postgres,5946.0,1911.5,0.0,0.7455743113149531
very deep sub collection filter all,exec,neo4j,postgres,2734.0,1911.5,2.33983066604754e-134,0.3709945113742276
very deep sub collection id in list,exec,mongo,neo4j,2385.0,1700.0,0.0,0.8414590220019917
very deep sub collection id in list,exec,mongo,postgres,2385.0,1940.0,7.648891198048994e-37,0.1909073257554306
very deep sub collection id in list,exec,neo4j,postgres,1700.0,1940.0,3.359521040131361e-30,-0.17233968318795764
very deep sub collection one doc by id,exec,mongo,neo4j,1557.0,1291.0,2.2550159584194014e-221,0.479085150587335
very deep sub collection one doc by id,exec,mongo,postgres,1557.0,1543.0,0.43541377799732817,-0.01173916184854346
very deep sub collection one doc by id,exec,neo4j,postgres,1291.0,1543.0,1.2809848165793305e-52,-0.23006656552891921
