query_shape,phase,driver_a,driver_b,median_a,median_b,p_value,cliffs_delta
connection filter on edge property,exec,mongo,postgres,18563.0,7938.5,3.013331809058801e-69,0.2644302212008044
connection filter on edge property,exec,neo4j,postgres,18764.0,7938.5,5.406247294729496e-109,0.33345245619074976
connection filter on far node,exec,mongo,neo4j,2845.5,1075.0,1.7038971379190978e-111,0.3388952617286263
connection filter on far node,exec,mongo,postgres,2845.5,454.0,0.0,0.9627210367351752
connection filter on far node,exec,neo4j,postgres,1075.0,454.0,0.0,1.0
connection get one by id,exec,mongo,neo4j,539.0,1076.0,0.0,-0.9555697090921852
connection get one by id,exec,mongo,postgres,539.0,748.0,8.803848870598734e-167,-0.41381602987647226
connection get one by id,exec,neo4j,postgres,1076.0,748.0,1.0196327317066528e-35,0.18839398299236176
connection id in list,exec,mongo,neo4j,1259.0,1665.0,0.0,-0.6274679409995801
connection id in list,exec,mongo,postgres,1259.0,1503.5,2.3374377856218304e-72,-0.2705785732784668
connection id in list,exec,neo4j,postgres,1665.0,1503.5,2.1298767012584863e-18,0.13322952027737173
deep sub collection collect all,exec,mongo,neo4j,1669.0,2175.5,2.0121183657890016e-272,-0.9582324662850871
deep sub collection collect all,exec,mongo,postgres,1669.0,1198.0,1.9844196061121858e-250,0.9053877268694646
deep sub collection collect all,exec,neo4j,postgres,2175.5,1198.0,1.8392269082056996e-302,1.0
sub collection child and parent range filter,exec,mongo,neo4j,2942.0,2696.5,0.0017929310106295224,0.04695702105398284
sub collection child and parent range filter,exec,mongo,postgres,2942.0,1106.0,6.357448712560654e-108,0.3318370016055698
sub collection child and parent range filter,exec,neo4j,postgres,2696.5,1106.0,1.644961904242795e-173,0.42229111540236486
sub collection child range filter,exec,mongo,neo4j,7198.0,5537.0,0.000739118770033598,-0.035728528544418374
sub collection child range filter,exec,mongo,postgres,7198.0,2673.0,5.071680351319025e-237,0.3480255110671898
sub collection child range filter,exec,neo4j,postgres,5537.0,2673.0,7.491297973431928e-227,0.34043738121208117
"sub collection child, grandchild and parent range filter",exec,mongo,neo4j,4641.0,2163.0,8.623136743828044e-37,0.1905060606583099
"sub collection child, grandchild and parent range filter",exec,mongo,postgres,4641.0,1364.0,1.0313850294198968e-293,0.5507166462633125
"sub collection child, grandchild and parent range filter",exec,neo4j,postgres,2163.0,1364.0,5.5351003897297835e-143,0.38276368859523124
sub collection collect all,exec,mongo,neo4j,882.0,2021.0,1.1561367866649031e-304,-1.0
sub collection collect all,exec,mongo,postgres,882.0,834.5,3.71966960442521e-12,0.18522219169185422
sub collection collect all,exec,neo4j,postgres,2021.0,834.5,4.478149383111973e-307,1.0
sub collection equality,exec,mongo,neo4j,2757.0,1964.0,3.651748804461669e-21,0.09996743803474972
sub collection equality,exec,mongo,postgres,2757.0,1114.0,9.696071039339828e-255,0.3608981101265519
sub collection equality,exec,neo4j,postgres,1964.0,1114.0,0.0,0.41246053389001036
sub collection get one by id,exec,mongo,neo4j,571.0,983.5,0.0,-0.9564185566577426
sub collection get one by id,exec,mongo,postgres,571.0,777.0,2.0613501587048458e-156,-0.2845194169700905
sub collection get one by id,exec,neo4j,postgres,983.5,777.0,6.197937835764029e-204,0.32471501647463563
sub collection grand child range filter,exec,mongo,neo4j,14144.0,5799.0,5.5518397095213206e-49,0.22115472565354782
sub collection grand child range filter,exec,mongo,postgres,14144.0,3325.0,1.3425704941159965e-275,0.5332885952312554
sub collection grand child range filter,exec,neo4j,postgres,5799.0,3325.0,2.7497261499238007e-109,0.33390945130709565
sub collection id in list,exec,mongo,neo4j,1194.0,1489.0,0.0,-0.4166768873162317
sub collection id in list,exec,mongo,postgres,1194.0,1267.0,1.7005807406614062e-19,-0.0956669840099332
sub collection id in list,exec,neo4j,postgres,1489.0,1267.0,9.443823909262617e-62,0.17813297208197998
sub collection parent range filter,exec,mongo,neo4j,5430.0,5003.5,1.1046591847709224e-08,-0.06049171038854419
sub collection parent range filter,exec,mongo,postgres,5430.0,2469.5,1.7947725496455309e-190,0.31165691903127485
sub collection parent range filter,exec,neo4j,postgres,5003.5,2469.5,3.207471914978381e-224,0.3383814137419674
very deep sub collection all,exec,mongo,neo4j,2431.5,2047.0,7.159437051056601e-83,0.5172672829815687
very deep sub collection all,exec,mongo,postgres,2431.5,942.0,7.359092416048101e-305,1.0
very deep sub collection all,exec,neo4j,postgres,2047.0,942.0,8.55275791948337e-310,0.9985381437436232
very deep sub collection equality,exec,mongo,neo4j,3318.0,1685.0,5.802480382999459e-14,0.11298226840185485
very deep sub collection equality,exec,mongo,postgres,3318.0,1845.5,6.464290437706535e-29,0.16776811261131858
very deep sub collection equality,exec,neo4j,postgres,1685.0,1845.5,0.024455006157003644,-0.03383709022288193
very deep sub collection filter all,exec,mongo,neo4j,4803.0,1990.0,1.0058980861295675e-59,0.24512306258414168
very deep sub collection filter all,exec,mongo,postgres,4803.0,1758.0,2.4984251472810963e-279,0.5369137604136742
very deep sub collection filter all,exec,neo4j,postgres,1990.0,1758.0,3.049753250151475e-80,0.28528749122625335
very deep sub collection id in list,exec,mongo,neo4j,2099.0,1389.0,0.0,0.9158234339330955
very deep sub collection id in list,exec,mongo,postgres,2099.0,2103.0,0.8327793438264821,0.003177648809867199
very deep sub collection id in list,exec,neo4j,postgres,1389.0,2103.0,1.6415900533420133e-120,-0.35841616534784454
very deep sub collection one doc by id,exec,mongo,neo4j,438.0,1013.0,7.1422797333938585e-112,-0.33862782824072113
very deep sub collection one doc by id,exec,mongo,postgres,438.0,778.0,2.284860936870462e-266,-0.5242537832416619
very deep sub collection one doc by id,exec,neo4j,postgres,1013.0,778.0,8.548018481976919e-26,0.15819734235434504
