query_shape,phase,driver_a,driver_b,median_a,median_b,p_value,cliffs_delta
deep sub collection child range filter,total,mongo,neo4j,4543.0,2484.0,1.6799430887744546e-95,0.311758194389365
deep sub collection child range filter,total,mongo,postgres,4543.0,1590.0,0.0,0.6993904050560183
deep sub collection child range filter,total,neo4j,postgres,2484.0,1590.0,9.867335699427942e-259,0.516623963308447
"deep sub collection child, grandchild and parent range filter",total,mongo,neo4j,3728.5,2183.0,1.429579301726273e-103,0.32495228020145805
"deep sub collection child, grandchild and parent range filter",total,mongo,postgres,3728.5,1200.5,0.0,0.7678320263091323
"deep sub collection child, grandchild and parent range filter",total,neo4j,postgres,2183.0,1200.5,0.0,0.6661448830842702
deep sub collection collect all,total,mongo,neo4j,2524.0,2044.0,6.7914024634797e-246,0.9168977272727272
deep sub collection collect all,total,mongo,postgres,2524.0,1005.0,6.915216495892721e-295,1.0
deep sub collection collect all,total,neo4j,postgres,2044.0,1005.0,1.3333468040458805e-291,1.0
deep sub collection collect all only,total,mongo,neo4j,2229.0,1674.0,5.115151271862203e-296,0.9993174354198323
deep sub collection collect all only,total,mongo,postgres,2229.0,609.0,4.9050021478615805e-294,1.0
deep sub collection collect all only,total,neo4j,postgres,1674.0,609.0,7.691697269772991e-289,1.0
deep sub collection equality,total,mongo,neo4j,3778.0,2768.0,1.5456051192422102e-37,0.19253926821976405
deep sub collection equality,total,mongo,postgres,3778.0,1561.0,3.321778771809919e-179,0.42913806377477737
deep sub collection equality,total,neo4j,postgres,2768.0,1561.0,3.3894497404190526e-132,0.36789101487937814
deep sub collection get one by id,total,mongo,neo4j,1104.0,1236.0,3.164920272049463e-98,-0.3166946357204112
deep sub collection get one by id,total,mongo,postgres,1104.0,1004.0,0.0014722763900282502,0.04785491680565071
deep sub collection get one by id,total,neo4j,postgres,1236.0,1004.0,1.5165378957408161e-21,0.1434301577376045
deep sub collection grand child range filter,total,mongo,neo4j,20635.0,2416.0,0.0,0.5989588952856395
deep sub collection grand child range filter,total,mongo,postgres,20635.0,1563.0,0.0,0.9144386995105623
deep sub collection grand child range filter,total,neo4j,postgres,2416.0,1563.0,0.0,0.6675239490010662
deep sub collection id in list,total,mongo,neo4j,1848.0,1810.0,0.08296704294004441,0.02614960725244332
deep sub collection id in list,total,mongo,postgres,1848.0,1559.0,1.2165441935922025e-29,0.17029061740139828
deep sub collection id in list,total,neo4j,postgres,1810.0,1559.0,9.694001150862496e-27,0.16119425874241367
deep sub collection id in list only,total,mongo,neo4j,1953.0,1688.0,1.8138907049394207e-147,0.3894982559202653
deep sub collection id in list only,total,mongo,postgres,1953.0,1447.0,4.053352197114398e-73,0.27219704466690225
deep sub collection id in list only,total,neo4j,postgres,1688.0,1447.0,2.193948446325565e-27,0.1631422389233754
deep sub collection parent range filter,total,mongo,neo4j,3727.5,2703.0,3.5022746614440255e-85,0.2941689160024172
deep sub collection parent range filter,total,mongo,postgres,3727.5,1586.0,0.0,0.6281291561057756
deep sub collection parent range filter,total,neo4j,postgres,2703.0,1586.0,7.1614701076430665e-193,0.4456119625023245
sub collection child and parent range filter,total,mongo,neo4j,2691.5,1956.0,9.062903763894976e-13,0.10746879985256598
sub collection child and parent range filter,total,mongo,postgres,2691.5,889.0,0.0,0.6821955653744808
sub collection child and parent range filter,total,neo4j,postgres,1956.0,889.0,0.0,0.6031644698006177
sub collection child range filter,total,mongo,neo4j,3023.0,2206.0,8.008980304936382e-14,0.11239403177749988
sub collection child range filter,total,mongo,postgres,3023.0,1094.0,0.0,0.682768419056158
sub collection child range filter,total,neo4j,postgres,2206.0,1094.0,0.0,0.6077910215474237
sub collection collect all,total,mongo,neo4j,1521.0,2192.0,0.0,-0.8662665410299479
sub collection collect all,total,mongo,postgres,1521.0,758.0,0.0,0.9693782755305175
sub collection collect all,total,neo4j,postgres,2192.0,758.0,0.0,0.9999873904753133
sub collection equality,total,mongo,neo4j,2847.5,2232.0,7.265622552600006e-15,0.11697260203113954
sub collection equality,total,mongo,postgres,2847.5,1068.0,0.0,0.5867386244116075
sub collection equality,total,neo4j,postgres,2232.0,1068.0,1.2481444002704629e-307,0.5637561157514298
sub collection get one by id,total,mongo,neo4j,688.0,1089.0,0.0,-0.9901096819674516
sub collection get one by id,total,mongo,postgres,688.0,614.0,2.1507242033589485e-33,0.18308351820950156
sub collection get one by id,total,neo4j,postgres,1089.0,614.0,0.0,0.5964001792321925
sub collection id in list,total,mongo,neo4j,1121.0,1660.0,0.0,-0.9892845263272865
sub collection id in list,total,mongo,postgres,1121.0,1079.0,0.00032843378678518544,0.05460004860178616
sub collection id in list,total,neo4j,postgres,1660.0,1079.0,0.0,0.6358254816905886
sub collection id in list only,total,mongo,neo4j,1143.0,1628.0,0.0,-0.9850613213248028
sub collection id in list only,total,mongo,postgres,1143.0,1119.0,0.05459416415859839,0.02921916063442298
sub collection id in list only,total,neo4j,postgres,1628.0,1119.0,0.0,0.5813793891840253
sub collection parent range filter,total,mongo,neo4j,2661.0,2043.0,1.9790153379548612e-12,0.10586091436672641
sub collection parent range filter,total,mongo,postgres,2661.0,1032.0,0.0,0.6301884708954236
sub collection parent range filter,total,neo4j,postgres,2043.0,1032.0,0.0,0.585325564053694
sub collection string equality,total,mongo,neo4j,2385.0,1815.0,2.48602541430777e-13,0.11006393303129959
sub collection string equality,total,mongo,postgres,2385.0,897.0,3.993677738234159e-203,0.4571968974432634
sub collection string equality,total,neo4j,postgres,1815.0,897.0,5.7052005252374e-272,0.5298284387001817
sub collection string in list,total,mongo,neo4j,2696.5,2300.0,5.065567025790151e-09,0.08788247667982826
sub collection string in list,total,mongo,postgres,2696.5,1117.0,2.0085351211379825e-214,0.4698693478885378
sub collection string in list,total,neo4j,postgres,2300.0,1117.0,1.5027226978295314e-295,0.5524485749262893
very deep sub collection all,total,mongo,neo4j,4646.0,3432.5,3.573873218213912e-248,0.8950865366646629
very deep sub collection all,total,mongo,postgres,4646.0,1798.0,2.990676801026048e-308,1.0
very deep sub collection all,total,neo4j,postgres,3432.5,1798.0,1.018121152073882e-308,0.998909180873555
very deep sub collection all only,total,mongo,neo4j,4157.0,2510.0,5.819946694583189e-306,0.994138343188885
very deep sub collection all only,total,mongo,postgres,4157.0,1046.0,2.29023274325473e-310,1.0
very deep sub collection all only,total,neo4j,postgres,2510.0,1046.0,4.4819063076206e-310,0.999261041953171
very deep sub collection filter all,total,mongo,neo4j,6139.0,2969.0,2.7589956720404104e-180,0.43081102271417043
very deep sub collection filter all,total,mongo,postgres,6139.0,1901.5,0.0,0.7703935650675093
very deep sub collection filter all,total,neo4j,postgres,2969.0,1901.5,1.067032831786437e-175,0.4252303701141473
very deep sub collection id in list,total,mongo,neo4j,2557.5,2027.0,0.0,0.7405321563981981
very deep sub collection id in list,total,mongo,postgres,2557.5,2248.0,1.7807377274505388e-31,0.17595346243654233
very deep sub collection id in list,total,neo4j,postgres,2027.0,2248.0,7.933479269209894e-30,-0.17067998317187166
very deep sub collection id in list only,total,mongo,neo4j,2471.0,1786.0,0.0,0.9073202197176139
very deep sub collection id in list only,total,mongo,postgres,2471.0,2084.0,1.5766567481211845e-48,0.22039016556329646
very deep sub collection id in list only,total,neo4j,postgres,1786.0,2084.0,2.953221469102708e-45,-0.2124112056892905
very deep sub collection int equality,total,mongo,neo4j,5030.5,2924.5,1.0804055872097391e-122,0.3542110709932617
very deep sub collection int equality,total,mongo,postgres,5030.5,2072.0,3.3781989794636794e-284,0.5416093076702098
very deep sub collection int equality,total,neo4j,postgres,2924.5,2072.0,1.1553214501236436e-117,0.3467542487868822
very deep sub collection int equality middle,total,mongo,neo4j,22860.5,3326.0,0.0,0.6945735114872479
very deep sub collection int equality middle,total,mongo,postgres,22860.5,2088.0,0.0,0.814579029949825
very deep sub collection int equality middle,total,neo4j,postgres,3326.0,2088.0,1.594376143213571e-222,0.4788705598061666
very deep sub collection one doc by id,total,mongo,neo4j,1705.0,1322.0,1.6903727525118857e-121,0.3526936881011173
very deep sub collection one doc by id,total,mongo,postgres,1705.0,1717.0,1.2351065837230084e-07,-0.0795177425660603
very deep sub collection one doc by id,total,neo4j,postgres,1322.0,1717.0,4.585379983293547e-81,-0.2868792128034659
very deep sub collection string equality,total,mongo,neo4j,3445.0,2201.0,3.637010332391355e-79,0.28334516992316766
very deep sub collection string equality,total,mongo,postgres,3445.0,2075.5,6.635167269263318e-117,0.34555610456765296
very deep sub collection string equality,total,neo4j,postgres,2201.0,2075.5,1.2796581559284734e-06,0.07283991827573308
very deep sub collection string equality multiple,total,mongo,neo4j,3702.0,2303.5,6.719367018873847e-113,0.3395968103835134
very deep sub collection string equality multiple,total,mongo,postgres,3702.0,2059.5,2.2025336229048682e-144,0.38466004021832806
very deep sub collection string equality multiple,total,neo4j,postgres,2303.5,2059.5,1.0308545938142257e-09,0.09180836986663905
very deep sub collection string in list,total,mongo,neo4j,4827.5,2950.5,2.3875726070524145e-122,0.35376551946333434
very deep sub collection string in list,total,mongo,postgres,4827.5,2171.0,7.771158946821003e-237,0.4940481470841712
very deep sub collection string in list,total,neo4j,postgres,2950.5,2171.0,5.2018366501858065e-101,0.32088646484172734
