driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
neo4j,collection collect all,total,49.0,8355.244897959185,8178.0,1149.4628189327584,0.13757380339785386,6486.0,10138.2,10414.6,10716.72,10818.0
postgres,collection collect all,total,47.0,977.4893617021277,956.0,141.96491794751472,0.14523423324045953,791.0,1146.6,1238.8999999999996,1333.02,1362.0
mongo,connection collect all,build,41.0,794.4634146341464,791.0,103.01943932117268,0.12967172235188898,635.0,906.0,964.0,1070.2,1109.0
neo4j,connection collect all,build,48.0,35.208333333333336,34.0,4.653794303408748,0.132178773114568,29.0,40.60000000000001,43.949999999999996,48.06,49.0
postgres,connection collect all,build,49.0,72.65306122448979,70.0,14.694884342870484,0.2022610485395095,48.0,89.0,96.79999999999993,105.0,105.0
mongo,connection collect all,exec,48.0,1915.0,1903.5,197.9694797023446,0.10337831838242537,1542.0,2131.6,2253.6,2363.02,2379.0
neo4j,connection collect all,exec,49.0,2229.877551020408,2195.0,220.09426320074212,0.09870239874831933,1826.0,2524.4,2597.2,2720.7999999999997,2776.0
postgres,connection collect all,exec,50.0,1000.16,977.0,177.8973976246776,0.1778689385945025,748.0,1254.3,1294.4499999999998,1338.26,1351.0
mongo,connection collect all,total,49.0,2793.1020408163267,2780.0,320.7366680067647,0.1148317044346237,2177.0,3200.4,3262.7999999999997,3456.2399999999993,3546.0
neo4j,connection collect all,total,49.0,2266.061224489796,2237.0,220.74951945618378,0.09741551422816723,1864.0,2555.0,2632.5999999999995,2751.8399999999997,2808.0
postgres,connection collect all,total,50.0,1075.5,1072.0,183.35871500244252,0.1704869502579661,805.0,1321.2,1377.5499999999997,1435.4199999999998,1456.0
mongo,connection filter near node and edge,build,150.0,11289.586666666666,10535.5,10752.629010934996,0.952437793199544,460.0,22593.0,23962.2,25486.319999999996,26656.0
neo4j,connection filter near node and edge,build,144.0,50.638888888888886,51.0,5.066841488825427,0.10005830696528546,41.0,57.70000000000002,59.0,62.56999999999999,64.0
postgres,connection filter near node and edge,build,141.0,67.61702127659575,63.0,12.111776780395001,0.179123193416792,46.0,90.0,91.0,98.79999999999998,104.0
mongo,connection filter near node and edge,exec,150.0,44234.18,41249.0,42641.2911870044,0.9639896384878028,1569.0,92688.7,98078.29999999999,103332.18999999997,110099.0
neo4j,connection filter near node and edge,exec,150.0,16157.32,18571.0,13913.282017105697,0.8611132302328417,1583.0,31035.3,31784.55,33453.049999999996,36149.0
postgres,connection filter near node and edge,exec,150.0,5771.526666666667,5579.0,4949.724773985953,0.8576110030943782,588.0,10968.699999999999,11612.05,12234.69,12321.0
mongo,connection filter near node and edge,total,150.0,55524.22,52406.5,53279.87587340555,0.9595790066642188,2029.0,114197.9,120175.64999999997,127634.11999999998,131013.0
neo4j,connection filter near node and edge,total,150.0,16209.353333333333,18630.5,13914.858117543443,0.8584462212276273,1628.0,31091.6,31837.55,33511.6,36202.0
postgres,connection filter near node and edge,total,150.0,5843.286666666667,5678.0,4949.376265138364,0.8470192457563889,634.0,11028.8,11679.4,12332.17,12401.0
mongo,connection filter on edge property,build,150.0,15820.513333333334,13016.5,15558.382221991875,0.9834309351524544,552.0,34496.8,35931.24999999999,42529.459999999985,45801.0
neo4j,connection filter on edge property,build,146.0,48.26712328767123,50.0,6.726469685211896,0.13935924138511946,35.0,56.0,59.0,66.10000000000002,68.0
postgres,connection filter on edge property,build,146.0,79.08219178082192,80.5,17.429466468307716,0.22039685643278423,49.0,100.0,108.75,122.50000000000011,128.0
mongo,connection filter on edge property,exec,150.0,59069.50666666667,47977.5,57759.18066853057,0.9778172178492982,1706.0,124978.8,130475.14999999997,142809.68,146274.0
neo4j,connection filter on edge property,exec,150.0,17602.673333333332,15458.5,15462.415220450514,0.8784128937489333,1676.0,34142.3,35198.4,37499.259999999995,49755.0
postgres,connection filter on edge property,exec,150.0,7611.833333333333,7431.5,6754.514787830112,0.8873702946504494,678.0,15009.7,15151.15,16341.589999999995,17410.0
mongo,connection filter on edge property,total,150.0,74890.46666666666,62179.0,72995.61529386375,0.974698363394679,2290.0,160301.0,165044.59999999998,173800.97999999992,184810.0
neo4j,connection filter on edge property,total,150.0,17652.113333333335,15510.5,15466.624031985806,0.8761910678864403,1720.0,34194.1,35259.2,37551.259999999995,49808.0
postgres,connection filter on edge property,total,150.0,7694.86,7541.0,6755.806005128195,0.8779634723865275,730.0,15105.3,15240.15,16422.239999999994,17502.0
mongo,connection filter on far node,build,150.0,1115.9,946.5,1007.3158282546487,0.902693635858633,102.0,2247.7,2409.45,2930.6199999999994,3079.0
neo4j,connection filter on far node,build,132.0,47.696969696969695,45.0,7.752802393047278,0.1625428710105211,36.0,61.0,62.44999999999999,71.69,72.0
postgres,connection filter on far node,build,150.0,75.18666666666667,80.5,21.4298877618493,0.2850224476216878,44.0,104.1,106.0,127.6099999999999,139.0
mongo,connection filter on far node,exec,150.0,41840.82666666667,39282.5,40610.53271710517,0.9705958498534725,1358.0,85602.9,87508.05,111310.55999999997,115480.0
neo4j,connection filter on far node,exec,146.0,1336.945205479452,1346.0,151.18523832437765,0.11308259882659887,982.0,1538.5,1565.0,1653.6000000000001,1700.0
postgres,connection filter on far node,exec,150.0,583.72,518.0,131.9767683440928,0.22609601922855613,431.0,764.0,802.8999999999996,946.7099999999998,976.0
mongo,connection filter on far node,total,150.0,42957.21333333333,40459.0,41596.49837653505,0.9683239472207007,1493.0,87647.0,89812.0,113538.66999999997,117879.0
neo4j,connection filter on far node,total,146.0,1389.36301369863,1394.0,156.10530840504526,0.11235746659865124,1033.0,1589.0,1629.0,1748.15,1772.0
postgres,connection filter on far node,total,150.0,659.4,600.0,145.2032133059128,0.22020505505901247,480.0,859.2,885.7499999999999,1050.6899999999998,1062.0
mongo,deep schema shallow query 2 hop,build,150.0,1618.9133333333334,1452.0,1600.6428278154801,0.9887143399577577,65.0,3278.2999999999997,3809.2999999999993,5380.3899999999985,5602.0
neo4j,deep schema shallow query 2 hop,build,148.0,31.10810810810811,32.0,5.50464878999181,0.17695222000842484,23.0,37.30000000000001,41.0,45.59,47.0
postgres,deep schema shallow query 2 hop,build,147.0,56.54421768707483,64.0,16.079524669470903,0.28437080442880447,34.0,73.0,81.69999999999999,97.53999999999999,103.0
mongo,deep schema shallow query 2 hop,exec,150.0,4799.62,4429.0,4038.1130347572625,0.8413401550033675,653.0,9310.1,9422.55,10014.429999999998,10485.0
neo4j,deep schema shallow query 2 hop,exec,150.0,5301.933333333333,5000.0,3823.5247076691685,0.7211566927163365,1040.0,9317.7,9659.099999999999,12968.659999999994,13740.0
postgres,deep schema shallow query 2 hop,exec,150.0,1968.4666666666667,1903.5,1458.147628188875,0.7407530200437946,416.0,3647.1,3722.1,4342.219999999996,4826.0
mongo,deep schema shallow query 2 hop,total,150.0,6418.946666666667,5905.5,5591.500410692469,0.871093140519286,726.0,12307.1,12942.199999999993,13867.169999999998,13987.0
neo4j,deep schema shallow query 2 hop,total,150.0,5334.5,5032.5,3828.8145110990536,0.7177457139561446,1066.0,9352.5,9693.749999999998,13007.089999999995,13775.0
postgres,deep schema shallow query 2 hop,total,150.0,2026.6,1963.5,1467.4093228562265,0.7240744709642882,451.0,3709.4,3785.2,4408.7099999999955,4893.0
mongo,deep sub collection collect all,build,48.0,701.9583333333334,633.0,140.65015574842687,0.20036823992178102,543.0,924.3,976.9999999999999,1032.66,1043.0
neo4j,deep sub collection collect all,build,45.0,30.711111111111112,29.0,4.615301734557568,0.15028117080686726,25.0,37.6,39.8,43.120000000000005,44.0
postgres,deep sub collection collect all,build,50.0,62.18,57.5,15.999604586950749,0.2573111062552388,44.0,84.2,86.55,97.66999999999996,106.0
mongo,deep sub collection collect all,exec,46.0,1942.4130434782608,1922.5,210.29086481843893,0.10826269187416136,1543.0,2228.5,2306.25,2430.7999999999997,2447.0
neo4j,deep sub collection collect all,exec,45.0,2489.3333333333335,2534.0,197.95224401125364,0.0795201837217141,2079.0,2718.0,2796.2,2856.92,2882.0
postgres,deep sub collection collect all,exec,47.0,857.468085106383,814.0,110.29778882718598,0.12863194647472126,729.0,997.6,1009.7,1166.4399999999998,1229.0
mongo,deep sub collection collect all,total,47.0,2665.2127659574467,2612.0,322.50122589387587,0.12100393259898748,2117.0,3073.0,3206.9,3535.96,3593.0
neo4j,deep sub collection collect all,total,45.0,2524.911111111111,2580.0,199.6929258798735,0.07908909149359984,2151.0,2751.8,2839.2,2915.8,2918.0
postgres,deep sub collection collect all,total,47.0,919.3404255319149,888.0,115.5439454504206,0.12568134963016428,776.0,1056.0,1104.1,1237.24,1286.0
mongo,deep sub collection filter every level,build,150.0,4201.426666666666,4255.0,3874.7012759447157,0.9222346558339031,279.0,8222.0,8727.749999999998,10629.96,10843.0
neo4j,deep sub collection filter every level,build,143.0,39.66433566433567,41.0,5.1661739131218285,0.1302473324358994,30.0,45.0,47.80000000000001,54.0,55.0
postgres,deep sub collection filter every level,build,148.0,78.33783783783784,75.0,20.783809126910896,0.2653099664294301,48.0,99.30000000000001,110.65,122.65,139.0
mongo,deep sub collection filter every level,exec,150.0,11832.38,11325.5,10025.882038668147,0.847325900509293,1359.0,22228.6,22593.499999999996,23846.829999999994,24633.0
neo4j,deep sub collection filter every level,exec,150.0,7455.62,6643.5,5601.384924230433,0.7512969980002244,1570.0,13313.3,13757.049999999996,17921.15999999997,20917.0
postgres,deep sub collection filter every level,exec,150.0,2966.5866666666666,2992.0,2207.94597123697,0.7442715212220228,576.0,5362.6,5454.75,5846.899999999996,6579.0
mongo,deep sub collection filter every level,total,150.0,16034.226666666667,15829.5,13861.068675761744,0.8644675520633202,1657.0,30478.8,31019.55,32594.64,32701.0
neo4j,deep sub collection filter every level,total,150.0,7496.753333333333,6684.5,5604.775328447285,0.7476270165548043,1604.0,13357.1,13808.499999999996,17964.64999999997,20957.0
postgres,deep sub collection filter every level,total,150.0,3047.8533333333335,3074.0,2214.2730392701073,0.7265024911314982,632.0,5455.2,5544.099999999999,5924.089999999996,6647.0
mongo,deep sub collection leaf filter,build,150.0,8784.553333333333,7504.5,8407.886186670758,0.9571216506554411,351.0,17990.399999999998,19365.399999999994,21618.08,25290.0
neo4j,deep sub collection leaf filter,build,139.0,36.05035971223022,36.0,4.750779861239557,0.13178176026986596,26.0,43.0,45.099999999999994,48.0,48.0
postgres,deep sub collection leaf filter,build,149.0,73.79194630872483,73.0,19.2407489767495,0.26074321032611875,47.0,94.20000000000002,101.6,119.08000000000004,131.0
mongo,deep sub collection leaf filter,exec,150.0,17252.046666666665,16412.5,15464.505041080134,0.8963866919604206,1481.0,34037.2,36378.299999999996,38228.70999999999,42025.0
neo4j,deep sub collection leaf filter,exec,150.0,7494.753333333333,6913.0,5775.355982446632,0.7705865324160055,1411.0,13576.4,14650.649999999998,17290.39999999999,19600.0
postgres,deep sub collection leaf filter,exec,150.0,3275.16,3352.0,2572.997656561533,0.7856097584733366,571.0,6036.8,6137.349999999999,6747.909999999998,7809.0
mongo,deep sub collection leaf filter,total,150.0,26037.106666666667,25081.5,23757.647694199444,0.9124534457054154,1856.0,52071.9,53790.6,56200.6,58174.0
neo4j,deep sub collection leaf filter,total,150.0,7532.946666666667,6951.5,5778.813030147707,0.7671384500462466,1443.0,13624.3,14696.749999999998,17331.33999999999,19643.0
postgres,deep sub collection leaf filter,total,150.0,3349.806666666667,3437.5,2577.0621395488697,0.7693166788378443,619.0,6118.0,6221.199999999999,6835.929999999998,7862.0
mongo,sub collection collect 1 filter,build,148.0,1652.2905405405406,342.5,1496.4782569470738,0.9056992219162052,159.0,3307.800000000001,3574.250000000001,3992.09,6751.0
neo4j,sub collection collect 1 filter,build,133.0,41.774436090225564,42.0,3.893694477892747,0.09320758919361688,33.0,46.0,48.39999999999999,51.68000000000001,52.0
postgres,sub collection collect 1 filter,build,145.0,68.07586206896552,70.0,14.312524992030918,0.2102437568477847,38.0,83.6,90.0,108.24000000000001,111.0
mongo,sub collection collect 1 filter,exec,150.0,4801.913333333333,5633.0,3860.280987332828,0.8039047603245987,707.0,8960.4,9150.649999999998,11421.689999999999,11859.0
neo4j,sub collection collect 1 filter,exec,150.0,5643.253333333333,5728.0,3444.1487082664194,0.6103126166466186,1535.0,9171.1,9704.999999999998,11537.059999999996,12865.0
postgres,sub collection collect 1 filter,exec,150.0,2051.8933333333334,1975.5,1489.7381696288837,0.7260310004559449,444.0,3741.6,3882.1499999999987,4415.639999999999,5162.0
mongo,sub collection collect 1 filter,total,150.0,6540.06,7359.0,5400.178317003637,0.8257077636907975,874.0,12127.7,12846.89999999999,16137.039999999986,17000.0
neo4j,sub collection collect 1 filter,total,150.0,5686.993333333333,5772.5,3445.651630828207,0.6058828327847886,1567.0,9215.0,9749.099999999999,11580.039999999997,12909.0
postgres,sub collection collect 1 filter,total,150.0,2122.36,2075.5,1493.0917262804883,0.703505402608647,486.0,3841.0,3973.3499999999995,4478.859999999999,5211.0
mongo,sub collection collect 2 filter,build,150.0,4033.46,3483.0,3922.1199028008195,0.9723958841294619,221.0,8167.7,9410.949999999995,11827.939999999997,16289.0
neo4j,sub collection collect 2 filter,build,138.0,48.731884057971016,49.0,5.6057059760666155,0.11503158731556772,38.0,55.0,59.150000000000006,63.889999999999986,65.0
postgres,sub collection collect 2 filter,build,148.0,72.83108108108108,70.0,14.740562996804732,0.2023938513338065,44.0,91.30000000000001,94.0,100.12,108.0
mongo,sub collection collect 2 filter,exec,150.0,5739.86,6288.5,4716.509342325276,0.8217115647986668,789.0,10829.699999999999,11263.299999999996,12626.05,14907.0
neo4j,sub collection collect 2 filter,exec,149.0,9333.704697986577,5686.0,6992.005617907937,0.7491136525260136,1690.0,17260.4,17787.399999999998,19352.840000000007,21157.0
postgres,sub collection collect 2 filter,exec,150.0,2962.06,2909.0,2341.957932181401,0.7906517532330205,511.0,5508.8,5870.2,6701.649999999994,7627.0
mongo,sub collection collect 2 filter,total,150.0,9773.766666666666,9879.0,8539.052701509101,0.8736706116211527,1017.0,18997.2,20286.25,22620.849999999995,26133.0
neo4j,sub collection collect 2 filter,total,149.0,9385.946308724831,5753.0,6998.340874600048,0.7456191037545833,1729.0,17324.4,17849.399999999998,19405.720000000005,21207.0
postgres,sub collection collect 2 filter,total,150.0,3043.1866666666665,2988.0,2355.283440634496,0.7739529968479848,568.0,5606.2,5955.65,6783.359999999994,7712.0
mongo,sub collection collect 2 filter parent 1 filter,build,150.0,441.20666666666665,410.5,356.8113688987383,0.8087170839789478,74.0,964.0,1007.0,1144.0,1345.0
neo4j,sub collection collect 2 filter parent 1 filter,build,144.0,48.576388888888886,49.0,8.235671907245441,0.16954063683250087,34.0,59.0,63.849999999999994,69.27999999999997,71.0
postgres,sub collection collect 2 filter parent 1 filter,build,147.0,68.93197278911565,64.0,15.551355428723483,0.22560438646228678,42.0,92.0,98.09999999999997,105.0,108.0
mongo,sub collection collect 2 filter parent 1 filter,exec,150.0,4062.48,3717.0,3147.5979244859386,0.7747971496440447,691.0,7578.2,7910.549999999999,8570.939999999999,8716.0
neo4j,sub collection collect 2 filter parent 1 filter,exec,150.0,3663.7,3607.0,1657.7092617960168,0.4524686141867557,1564.0,5652.2,5965.399999999999,6312.409999999999,7312.0
postgres,sub collection collect 2 filter parent 1 filter,exec,150.0,1335.2733333333333,1268.5,763.0672025843826,0.5714689146674458,429.0,2240.0,2371.149999999999,2903.55,3057.0
mongo,sub collection collect 2 filter parent 1 filter,total,150.0,4504.166666666667,4189.5,3477.8163372138415,0.7721331368467362,766.0,8412.8,8562.05,9135.68,9680.0
neo4j,sub collection collect 2 filter parent 1 filter,total,150.0,3714.28,3657.5,1663.0422156417771,0.447742823815592,1599.0,5716.099999999999,6025.249999999999,6360.9,7378.0
postgres,sub collection collect 2 filter parent 1 filter,total,150.0,1406.12,1322.5,760.7051472639222,0.5409958945637088,472.0,2303.6,2427.599999999999,2969.22,3121.0
mongo,sub collection collect 2 filter parent 2 filter,build,150.0,447.87333333333333,528.5,384.5395974001638,0.8585900717468417,60.0,957.1,1060.2499999999998,1214.6399999999994,1311.0
neo4j,sub collection collect 2 filter parent 2 filter,build,146.0,46.73972602739726,46.5,8.0516049327688,0.17226470108209918,35.0,58.0,61.75,68.0,70.0
postgres,sub collection collect 2 filter parent 2 filter,build,150.0,65.93333333333334,59.5,16.947081737524737,0.257033595614632,44.0,90.1,96.0,107.52999999999997,112.0
mongo,sub collection collect 2 filter parent 2 filter,exec,150.0,4169.653333333334,4924.5,3292.7849231549576,0.7897023229321121,665.0,7925.7,8246.85,8528.3,8705.0
neo4j,sub collection collect 2 filter parent 2 filter,exec,150.0,3820.7533333333336,3827.5,1983.0488117426446,0.5190203707844643,1397.0,6232.299999999999,6626.199999999999,7315.399999999995,8245.0
postgres,sub collection collect 2 filter parent 2 filter,exec,150.0,1399.0933333333332,1326.5,765.0757592584682,0.546836827129809,477.0,2415.5,2497.5,2684.4399999999996,2712.0
mongo,sub collection collect 2 filter parent 2 filter,total,150.0,4618.0,5296.0,3656.766560481042,0.7918507060374711,729.0,8779.9,9068.399999999998,9390.72,9650.0
neo4j,sub collection collect 2 filter parent 2 filter,total,150.0,3869.02,3873.5,1989.5244903202104,0.5142192313092748,1454.0,6282.599999999999,6687.149999999999,7369.339999999995,8291.0
postgres,sub collection collect 2 filter parent 2 filter,total,150.0,1465.4333333333334,1404.0,764.0643391218265,0.5213914012613969,521.0,2480.9,2583.099999999999,2737.4999999999995,2769.0
mongo,sub collection collect 3 filter,build,150.0,4794.92,4205.0,4571.892182432262,0.9534866447057015,259.0,9794.199999999999,10711.549999999997,13370.919999999993,13972.0
neo4j,sub collection collect 3 filter,build,132.0,55.50757575757576,55.0,5.030435933519071,0.09062611481158965,44.0,61.0,65.0,70.0,70.0
postgres,sub collection collect 3 filter,build,146.0,89.21232876712328,92.0,17.405987437585196,0.19510742156525443,57.0,108.0,118.5,129.10000000000002,140.0
mongo,sub collection collect 3 filter,exec,150.0,6365.386666666666,5841.0,5401.466504554206,0.8485684825463663,853.0,12846.6,13316.2,14312.48,14831.0
neo4j,sub collection collect 3 filter,exec,150.0,11204.3,11813.0,8655.715458042969,0.7725351390129654,1999.0,20514.0,21278.45,23493.019999999997,24818.0
postgres,sub collection collect 3 filter,exec,150.0,3403.9333333333334,3391.0,2756.932566591679,0.8099255468942828,522.0,6311.9,6395.0,7260.649999999997,7514.0
mongo,sub collection collect 3 filter,total,150.0,11160.713333333333,10160.5,9903.711889272985,0.8873726610013265,1127.0,22039.4,23127.199999999983,25184.09,27559.0
neo4j,sub collection collect 3 filter,total,150.0,11264.673333333334,11880.5,8657.955542803584,0.7685935744966343,2045.0,20570.399999999998,21368.1,23557.41,24873.0
postgres,sub collection collect 3 filter,total,150.0,3495.48,3504.5,2761.728484921994,0.7900856205505379,594.0,6390.099999999999,6487.45,7371.399999999997,7693.0
mongo,sub collection collect all,build,47.0,480.0851063829787,460.0,81.61357245054656,0.16999813442544265,370.0,620.0,644.5,658.7,661.0
neo4j,sub collection collect all,build,48.0,35.541666666666664,34.0,4.197052325972402,0.11808822488081788,29.0,41.0,43.65,46.06,47.0
postgres,sub collection collect all,build,49.0,59.48979591836735,55.0,12.382989759107033,0.20815317262306848,37.0,75.60000000000001,83.79999999999998,90.52,91.0
mongo,sub collection collect all,exec,48.0,1044.5,1052.5,111.53398489803027,0.10678217797800887,846.0,1170.1000000000001,1247.85,1316.53,1317.0
neo4j,sub collection collect all,exec,48.0,3047.3958333333335,3000.5,373.82996132234973,0.12267194082018654,2311.0,3497.4,3755.8999999999996,3969.32,3990.0
postgres,sub collection collect all,exec,46.0,721.6304347826087,697.0,95.98318341034819,0.13300877954137721,591.0,861.0,923.75,942.55,943.0
mongo,sub collection collect all,total,47.0,1533.872340425532,1525.0,190.59878381623903,0.12425987404099254,1220.0,1797.0,1847.8,2012.84,2034.0
neo4j,sub collection collect all,total,48.0,3084.2083333333335,3040.5,376.0994073172639,0.1219435805462549,2345.0,3532.2,3799.1999999999994,4018.9700000000003,4042.0
postgres,sub collection collect all,total,46.0,781.4782608695652,751.5,103.2924089133874,0.13217566512784634,628.0,939.0,987.75,1005.05,1010.0
