driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
neo4j,deep schema shallow query 2 hop,build,150.0,5300.413333333333,4648.5,4839.813627487562,0.9131011721389457,562.0,10325.4,12198.549999999992,19133.40999999999,19890.0
postgres,deep schema shallow query 2 hop,build,140.0,50.73571428571429,46.5,10.355973992235207,0.20411605785061648,36.0,67.10000000000001,73.0,76.21999999999997,83.0
mongo,deep schema shallow query 2 hop,exec,150.0,5044.166666666667,4507.5,4483.506204388198,0.8888497348861453,638.0,9677.9,11284.699999999997,13771.36999999999,19189.0
neo4j,deep schema shallow query 2 hop,exec,149.0,6009.476510067114,2343.0,5003.875447528339,0.8326641162746562,1114.0,11191.400000000003,12676.199999999993,21645.52,22260.0
postgres,deep schema shallow query 2 hop,exec,150.0,2071.4133333333334,1865.0,1596.1694002152294,0.7705702065973776,388.0,3862.0,4171.4,5489.229999999998,6073.0
mongo,deep sub collection collect all,build,47.0,692.6595744680851,682.0,73.72282892132405,0.10643443278458702,593.0,787.4,814.1999999999999,898.42,909.0
neo4j,deep sub collection collect all,build,48.0,1778.875,1785.0,205.92578966963762,0.11576180994709444,1402.0,2051.9,2126.35,2206.0,2253.0
postgres,deep sub collection collect all,build,44.0,56.47727272727273,55.5,6.067406772843393,0.10743094487127135,49.0,64.80000000000001,69.7,72.14,73.0
mongo,deep sub collection collect all,exec,46.0,2058.282608695652,2047.5,172.20848643993236,0.08366610382481056,1716.0,2299.5,2352.0,2414.6,2420.0
neo4j,deep sub collection collect all,exec,48.0,2586.2291666666665,2567.0,275.82227083513845,0.10665035967815631,2145.0,3007.6,3026.3,3128.02,3144.0
postgres,deep sub collection collect all,exec,49.0,890.469387755102,864.0,106.30676954785467,0.11938284573247035,747.0,1026.6000000000001,1097.1999999999998,1120.08,1122.0
mongo,deep sub collection filter every level,build,150.0,5819.48,3771.5,5857.61632890413,1.0065532193433313,194.0,13222.899999999998,14467.65,17701.65999999997,19357.0
neo4j,deep sub collection filter every level,build,149.0,8030.664429530201,1400.0,7340.075093152528,0.9140059527530185,720.0,16408.2,17592.0,21740.840000000022,23289.0
postgres,deep sub collection filter every level,build,144.0,67.94444444444444,63.0,13.738200418473692,0.20219755317459237,53.0,87.70000000000002,93.85,105.57,112.0
mongo,deep sub collection filter every level,exec,150.0,12780.146666666667,11102.0,11276.90999098545,0.8823771968437595,1400.0,25575.9,26587.949999999997,32551.649999999998,36295.0
neo4j,deep sub collection filter every level,exec,149.0,8798.644295302014,2342.0,7433.49478490527,0.8448454711226753,1312.0,17254.4,18566.0,22721.840000000022,23954.0
postgres,deep sub collection filter every level,exec,150.0,3162.653333333333,2952.5,2597.257818222456,0.8212274772097867,546.0,6030.799999999999,6608.0499999999965,7782.639999999992,8986.0
mongo,deep sub collection leaf filter,build,150.0,8722.566666666668,6882.5,8178.062345306108,0.9375752181474994,543.0,17102.6,18158.449999999993,20486.289999999997,21193.0
neo4j,deep sub collection leaf filter,build,150.0,7106.3533333333335,6597.5,6162.091027186942,0.8671242109905796,735.0,14104.3,14752.999999999998,16445.37,18103.0
postgres,deep sub collection leaf filter,build,128.0,57.3515625,56.0,5.333876054038237,0.09300315146667952,48.0,65.0,68.0,75.46000000000001,78.0
mongo,deep sub collection leaf filter,exec,150.0,16640.493333333332,15927.0,14741.645720894188,0.8858899448230014,1545.0,32200.3,32696.85,34927.54,35210.0
neo4j,deep sub collection leaf filter,exec,150.0,7903.826666666667,7394.5,6190.936598750945,0.7832834473534691,1420.0,14957.1,15738.999999999995,17290.989999999998,18862.0
postgres,deep sub collection leaf filter,exec,150.0,3205.8533333333335,3744.5,2546.6141026352016,0.7943638831372619,560.0,5996.0,6257.049999999996,6651.939999999997,6826.0
mongo,sub collection collect 1 filter,build,150.0,1790.0466666666666,1586.0,1694.3789436011698,0.9465557379888624,143.0,3607.4,3809.699999999998,6602.509999999994,7551.0
neo4j,sub collection collect 1 filter,build,150.0,4919.14,4662.0,3967.065060600035,0.806455002419129,601.0,8862.8,9069.75,13609.969999999988,17817.0
postgres,sub collection collect 1 filter,build,147.0,63.45578231292517,58.0,13.555684897790231,0.21362410805908702,49.0,81.0,87.69999999999999,107.61999999999998,109.0
mongo,sub collection collect 1 filter,exec,150.0,4905.113333333334,5641.0,4026.670259200658,0.8209127874450726,708.0,9100.4,9843.049999999997,11040.009999999998,12223.0
neo4j,sub collection collect 1 filter,exec,150.0,5857.1866666666665,5676.0,3897.7111221545574,0.6654578971055315,1552.0,9691.0,9947.15,14494.66999999999,19575.0
postgres,sub collection collect 1 filter,exec,150.0,1950.0466666666666,1961.0,1402.410558162813,0.7191676907712361,454.0,3547.5,3658.4999999999995,4075.5599999999977,4437.0
mongo,sub collection collect 2 filter,build,150.0,3716.0533333333333,3175.5,3471.2216575428,0.9341151340336343,240.0,7528.4,7927.0999999999985,8871.59,10428.0
neo4j,sub collection collect 2 filter,build,150.0,8696.506666666666,9155.0,7366.088327254955,0.847016924104578,922.0,16468.0,17097.75,19307.119999999984,21619.0
postgres,sub collection collect 2 filter,build,147.0,68.19727891156462,65.0,12.874866380890525,0.18878856438812042,53.0,87.0,90.0,102.23999999999995,108.0
mongo,sub collection collect 2 filter,exec,150.0,5862.6,5514.5,4902.1342728989175,0.8361706875616479,830.0,11221.1,12491.149999999998,13377.809999999998,14234.0
neo4j,sub collection collect 2 filter,exec,150.0,9778.426666666666,10252.0,7363.7006593577935,0.7530557737329721,1830.0,17402.4,17884.099999999995,21796.289999999986,28677.0
postgres,sub collection collect 2 filter,exec,150.0,2864.5066666666667,2861.0,2266.208549809665,0.7911339764647076,508.0,5349.8,5472.149999999999,6051.83,6759.0
mongo,sub collection collect 2 filter parent 1 filter,build,150.0,401.99333333333334,362.5,298.1051680706409,0.7415674424218666,83.0,786.1999999999999,859.4999999999998,950.2799999999997,1044.0
neo4j,sub collection collect 2 filter parent 1 filter,build,149.0,2669.8859060402683,1465.0,1815.5149166476954,0.6799971910935707,679.0,4732.400000000001,5077.4,5648.240000000006,6197.0
postgres,sub collection collect 2 filter parent 1 filter,build,140.0,63.91428571428571,61.5,10.128303325982285,0.1584669720202861,50.0,78.10000000000001,86.0,91.60999999999999,92.0
mongo,sub collection collect 2 filter parent 1 filter,exec,150.0,4035.213333333333,3742.5,3187.9718797162086,0.7900380020509966,674.0,7713.8,7971.349999999999,8510.01,8713.0
neo4j,sub collection collect 2 filter parent 1 filter,exec,149.0,3559.5973154362414,2780.0,1690.4542045943103,0.4749004043978888,1448.0,5496.200000000001,5915.2,6544.640000000005,7186.0
postgres,sub collection collect 2 filter parent 1 filter,exec,150.0,1242.4866666666667,1220.0,732.4668234616744,0.5895168480372756,411.0,2208.7999999999997,2305.0,2536.419999999998,2926.0
mongo,sub collection collect 2 filter parent 2 filter,build,150.0,463.61333333333334,485.5,341.3167315418701,0.7362099124454361,97.0,919.8999999999997,1076.9499999999998,1107.53,1111.0
neo4j,sub collection collect 2 filter parent 2 filter,build,150.0,2907.173333333333,2973.5,2002.604461063651,0.6888493500205185,665.0,5288.4,5455.1,6085.7699999999995,6890.0
postgres,sub collection collect 2 filter parent 2 filter,build,142.0,64.51408450704226,63.0,11.39163305965644,0.17657590814007362,45.0,80.9,88.0,91.59,92.0
mongo,sub collection collect 2 filter parent 2 filter,exec,150.0,4110.533333333334,3949.0,3237.8872527155017,0.7877049010790574,693.0,7678.2,8102.549999999999,8577.769999999999,8823.0
neo4j,sub collection collect 2 filter parent 2 filter,exec,150.0,3787.693333333333,3983.5,1861.8193596971691,0.4915443769727493,1422.0,5983.0,6224.199999999999,6904.439999999998,7737.0
postgres,sub collection collect 2 filter parent 2 filter,exec,150.0,1315.9133333333334,1705.0,752.3162616474204,0.5717065422095329,447.0,2221.0,2340.849999999999,3074.519999999997,3850.0
mongo,sub collection collect 3 filter,build,150.0,4867.993333333333,5552.0,4577.992368655941,0.94042700044562,260.0,10056.4,10751.599999999993,11948.259999999997,14843.0
neo4j,sub collection collect 3 filter,build,150.0,10442.786666666667,9881.0,9134.515742325966,0.874720133035304,1009.0,20195.899999999998,20927.95,22345.22,25659.0
postgres,sub collection collect 3 filter,build,146.0,81.23972602739725,76.0,15.31116554248072,0.18846894605869532,63.0,102.0,107.75,127.20000000000005,133.0
mongo,sub collection collect 3 filter,exec,150.0,6386.286666666667,5995.5,5436.392098763562,0.851260267901675,784.0,12629.6,13442.65,14430.539999999997,15031.0
neo4j,sub collection collect 3 filter,exec,150.0,11406.54,10984.0,8994.852647826276,0.7885697720628932,1945.0,20988.1,21775.649999999998,23182.22,26463.0
postgres,sub collection collect 3 filter,exec,150.0,3350.88,3270.0,2729.7873627640015,0.8146479022716425,501.0,6295.599999999999,6569.199999999999,7302.259999999998,7549.0
mongo,sub collection collect all,build,43.0,410.5581395348837,406.0,20.760886215579934,0.05056746954061047,381.0,436.20000000000005,444.0,463.76,473.0
neo4j,sub collection collect all,build,48.0,1506.9791666666667,1442.0,229.62230686946933,0.1523725821488149,1145.0,1872.7,1917.4,2084.08,2101.0
postgres,sub collection collect all,build,44.0,45.88636363636363,45.0,4.216335392703385,0.09188645729517037,41.0,50.7,53.85,58.57,59.0
mongo,sub collection collect all,exec,47.0,941.5531914893617,900.0,110.43014878796505,0.11728508785922667,808.0,1079.0,1152.3999999999996,1247.3799999999999,1269.0
neo4j,sub collection collect all,exec,47.0,2507.2340425531916,2491.0,268.8773126366258,0.10724061179498821,2099.0,2843.0,3026.4999999999995,3109.16,3111.0
postgres,sub collection collect all,exec,46.0,636.7173913043479,626.0,59.999504828874585,0.09423255222534845,554.0,724.5,762.5,784.65,786.0
